id,amount,currency,state,date
R9799371344271382,1649.78,USD,california,6/22/2007 21:04
B3154703516332522,1162.98,USD,kansas,5/26/2007 13:57
A6470515765751517,79.99,USD,hauts-de-seine,3/23/2007 6:05
R6536279321495043,929.06,USD,oslo,2/22/2007 13:44
Y9250782788801389,1180.98,GBP,illinois,7/7/2007 18:58
K5823922387464181,1397.34,USD,new york,4/17/2007 9:09
J9667564554712782,130.73,EUR,missouri,5/21/2007 15:01
A1613926597646678,876.72,EUR,colorado,4/19/2007 13:33
P7671933582155774,1810.75,USD,minnesota,3/31/2007 7:39
E7276275666032060,314.66,USD,california,3/16/2007 19:25
D5377401072339930,883.18,USD,massachusetts,6/26/2007 3:58
Y2931352141292437,131.69,EUR,antwerpen,8/29/2007 16:04
V2120147917136703,555.19,USD,minnesota,2/18/2007 11:19
W1036860784594043,1986.26,ARS,north carolina,4/23/2007 18:51
J5572799971321462,1029.48,USD,queensland,5/10/2007 3:25
L8212577692494168,1652.7,USD,vaud,8/13/2007 18:48
G8380862919831341,470.83,USD,new york,1/25/2008 4:31
V1756808299363581,1857.07,USD,sheffield,4/29/2007 4:37
J4246422572916995,1214.17,USD,district of columbia,3/3/2007 4:07
T5823165856631070,279.83,USD,texas,10/10/2007 21:21
E7879815528032084,28.0,USD,new south wales,3/9/2007 12:19
Y3743718594116872,1836.89,USD,michigan,3/18/2007 5:57
R6095380244639877,1223.78,USD,alabama,4/18/2007 5:41
K9103669955134756,1876.71,USD,pennsylvania,2/10/2007 20:24
K5413872772437400,1773.25,CAD,missouri,2/20/2007 20:55
O5292917910322337,1078.53,EUR,california,9/8/2007 15:39
B1796324118231655,1628.21,USD,western australia,8/4/2007 21:19
J9529609910712545,125.69,USD,ohio,6/3/2007 6:32
O6817496561508002,1761.09,USD,greater london,2/11/2007 0:51
T5820164635636225,155.72,USD,texas,6/24/2007 9:01
N2984153038239647,263.42,USD,new mexico,5/25/2007 12:56
D5089319565744681,1977.15,USD,florida,2/11/2007 3:51
O2052194969647951,1551.56,USD,texas,5/11/2007 15:45
C2475160046691656,948.33,INR,california,2/10/2007 17:59
P7313339492701280,1748.96,INR,victoria,10/10/2007 9:14
A6674920688097486,751.61,USD,wisconsin,4/27/2007 8:44
X6466178220347499,1145.28,USD,florida,2/22/2007 19:58
B7170752039628364,1750.72,USD,new hampshire,10/9/2007 7:55
D8609322676856810,434.05,USD,bayern,2/10/2007 13:00
G4115974751002148,562.59,USD,north carolina,12/4/2007 9:36
E4889723576957104,607.64,USD,missouri,3/4/2007 5:19
M2931106077907496,441.84,CAD,greater london,3/23/2007 5:47
Y2464700939567270,1567.22,USD,seoul teukbyeolsi,2/22/2007 9:59
C1716915730091168,556.1,CAD,pohjois-savo,11/2/2007 0:13
M9013528482926864,724.04,USD,iowa,3/23/2007 0:14
R1285384091292021,275.82,USD,florida,6/10/2007 18:06
Y4452581956226105,966.2,SEK,minnesota,9/29/2007 10:22
A5257664995311932,383.87,USD,pennsylvania,5/18/2007 0:24
V8683170646071002,403.09,EUR,massachusetts,2/11/2007 0:48
G6433308555321157,748.78,USD,california,2/28/2007 23:28
M5930582447302666,1943.36,USD,quebec,9/14/2007 13:39
L4597362797599566,1662.06,USD,michigan,2/11/2007 6:21
F7492971358371677,1992.58,USD,new york,1/13/2008 7:25
X7162213087879186,454.45,AUD,north dakota,2/27/2007 4:42
H1239607078709793,1134.58,USD,texas,4/23/2007 22:57
I5629665958938783,657.33,EUR,arkansas,2/20/2007 1:25
O2557881636227655,357.93,USD,connecticut,3/24/2007 19:03
L2023230638351408,70.11,EUR,hefa,5/6/2007 5:12
I1485432165817466,977.75,USD,hamburg,5/22/2007 3:23
P8242382742127546,1047.96,USD,pennsylvania,2/10/2007 11:12
H4502721019757544,1616.36,USD,georgia,7/5/2007 6:25
R9638307475673204,727.47,USD,hefa,5/22/2007 5:26
T7200186374493504,173.19,USD,hlavni mesto praha,7/14/2007 18:06
E5583729717518573,331.83,NOK,texas,6/10/2007 22:24
S8745454543205060,810.91,USD,vlaams-brabant,2/10/2007 13:57
G9152116477321199,1646.62,GBP,new south wales,7/8/2007 0:27
W8519723472964946,876.26,USD,california,3/7/2007 23:42
D6112963463785322,885.21,USD,california,10/8/2007 15:17
Y6756995447563375,671.38,USD,ohio,4/20/2007 2:09
G5437550149873899,1983.06,EUR,new south wales,6/17/2007 0:00
U7653682058666981,1526.48,USD,thueringen,3/22/2007 11:27
L4967156038321379,1452.74,CLP,utah,2/14/2007 23:49
W5329185989921268,1059.83,AUD,maine,2/10/2007 16:50
N7875816332046492,1690.43,EUR,rio de janeiro,6/10/2007 13:32
U4251352270617579,609.15,USD,wisconsin,10/21/2007 8:15
H5482846655936851,380.87,USD,paris,2/28/2007 21:34
O5597365426724172,273.63,USD,buenos aires,2/10/2007 19:11
V7921710468012636,1171.37,USD,alaska,4/29/2007 12:23
J8939987277769565,1845.03,USD,new jersey,10/1/2007 8:07
J9407334163164376,911.48,USD,bucuresti,2/23/2007 21:08
P3018365782534224,1013.02,USD,ha noi,8/25/2007 14:36
S3467527950941166,1896.68,USD,niedersachsen,3/7/2007 6:01
A7757902992815502,325.83,USD,alaska,6/11/2007 11:36
K5383967737364835,1394.95,USD,ontario,2/23/2007 5:11
R1888724784342805,317.83,USD,hamburg,5/25/2007 10:59
S4775779034071606,1523.96,USD,california,4/12/2007 0:59
D8783835687232804,33.94,USD,indiana,5/6/2007 6:36
P2552617677501280,1227.8,CAD,georgia,3/9/2007 12:36
M9882885633841106,1809.57,USD,idaho,4/6/2007 8:37
N7317937560663005,729.09,USD,florida,3/4/2007 18:33
F1609242248051929,458.7,USD,oregon,4/23/2007 22:01
O9139644260886019,1759.7,USD,texas,2/20/2007 16:32
D8992864129036941,1796.71,USD,new jersey,2/10/2007 20:13
K5383967737364835,431.37,USD,washington,2/10/2007 22:53
Y8605443744244930,410.78,EUR,waterford,5/21/2007 14:46
N6150693344917386,1690.57,USD,california,3/18/2007 16:50
H4302648159164624,836.55,DKK,texas,7/11/2007 7:54
M1863824868487385,126.74,USD,british columbia,3/25/2007 0:44
R3883738787804375,1128.76,GBP,missouri,2/10/2007 12:25
T7419107626014199,1213.86,USD,wisconsin,2/18/2007 10:46
V5004915978652220,1705.07,USD,new south wales,6/23/2007 8:09
U2590561521168603,1599.84,USD,north carolina,2/28/2007 16:26
Y6210490387047889,690.39,USD,maryland,9/30/2007 17:00
X3847747657991983,386.67,USD,tennessee,5/17/2007 22:59
N1853562162145160,1711.86,USD,maryland,3/6/2007 17:32
Y2881719318163891,1828.14,GBP,connecticut,3/3/2007 10:11
E7589823836035558,1921.06,USD,michigan,3/20/2007 9:33
Y4368468032466288,1423.13,EUR,nebraska,4/5/2007 17:01
O6527458532163734,905.51,USD,new york,10/8/2007 19:58
G1919896859495227,709.44,AUD,hovedstaden,4/6/2007 1:18
B9919328718881995,1470.49,GBP,texas,4/11/2007 19:38
C8546746649279787,1990.58,USD,guanajuato,5/2/2007 6:46
G2219677464078310,68.66,USD,georgia,2/20/2007 14:57
K2356365418079443,338.1,USD,massachusetts,2/22/2007 23:40
F8498498188902640,801.48,EUR,pennsylvania,5/19/2007 17:12
J1332735981202840,1973.17,GBP,california,7/30/2007 9:34
A5717674438103363,1451.53,USD,primorskiy kray,6/6/2007 11:36
F7706921179863116,1497.12,AUD,idaho,5/29/2007 13:06
R9630750970305669,774.73,EUR,illinois,3/4/2007 8:36
J6944962287018721,314.99,USD,tennessee,4/23/2007 20:46
D7758444142099385,1764.44,GBP,greater london,3/7/2007 5:09
R7538317926907687,1873.38,USD,washington,4/12/2007 8:43
U1784344541371471,1910.64,USD,western australia,7/5/2007 6:25
E9220803414251823,1328.08,CAD,ohio,4/24/2007 0:42
W8376109626083132,438.36,USD,greater london,6/25/2007 14:16
W3205728161295038,1238.19,USD,california,5/5/2007 19:48
B1999915954127137,83.65,CAD,illinois,2/10/2007 15:27
E6359656830542170,596.19,USD,loire-atlantique,10/22/2007 0:27
I5117712649701631,674.04,USD,california,3/30/2007 17:41
F9660311921508474,1705.07,USD,victoria,8/3/2007 13:51
Q7242822610687865,585.32,USD,ontario,3/25/2007 7:44
G1140883742107617,649.73,KRW,florida,9/5/2007 10:49
F6166269792824178,29.48,CAD,michigan,4/27/2007 23:11
S7223597165274246,30.24,SGD,greater london,3/31/2007 8:50
E9882668870818125,1566.74,EUR,new york,5/1/2007 10:50
O5900548475065828,1354.87,USD,utah,4/16/2007 19:25
S8893471851283552,1870.61,GBP,florida,10/29/2007 19:34
A2071514232628625,707.99,USD,zuid-holland,9/6/2007 21:51
X7284106374548060,368.46,USD,north carolina,5/6/2007 1:08
C1035255560184146,486.76,EUR,texas,4/11/2007 12:15
J1282674437436731,1253.4,USD,zurich,2/20/2007 3:50
A9815535866595888,1240.68,USD,illinois,4/27/2007 15:32
G9191882843641934,399.57,USD,sevilla,4/22/2007 4:35
B5513990377765600,1631.06,GBP,kansas,2/24/2007 20:49
K6230130342458082,831.42,EUR,south dakota,3/18/2007 4:45
Y3037968947595571,957.27,USD,nevada,2/28/2007 17:46
J8904762329618220,1405.87,USD,minnesota,2/23/2007 7:43
E4465262030653398,1213.22,USD,massachusetts,5/9/2007 11:35
B2900120245553632,791.52,USD,rheinland-pfalz,5/12/2007 0:29
M8962155398062813,305.59,USD,hessen,3/23/2007 0:04
B9581344550916931,310.07,USD,washington,4/14/2007 23:52
S9862859681687763,642.7,USD,california,4/15/2007 4:06
I8620835273835595,80.53,BRL,arizona,7/22/2007 13:33
K4458189639226053,352.1,RUB,washington,3/12/2007 19:48
F6010917921564271,1348.9,USD,virginia,2/10/2007 11:01
Y7579672910401433,1502.67,USD,georgia,4/23/2007 12:30
F6977370324813128,475.61,EUR,tennessee,5/6/2007 8:05
D3923545455042287,41.64,USD,hessen,4/11/2007 19:29
V8669685940454958,1552.94,USD,ontario,2/10/2007 12:43
G5770801812878455,68.64,USD,texas,3/10/2007 14:14
L6738968993868854,497.09,USD,pennsylvania,2/11/2007 0:38
E8159388573035450,1000.65,USD,karnataka,12/15/2007 18:13
Q4440742450032113,1805.98,CAD,south dakota,10/9/2007 6:09
T7687346493182994,381.98,EUR,nord,3/3/2007 21:39
E8867724040551068,440.51,USD,louisiana,12/8/2007 7:41
Y7141580536434233,175.65,USD,wisconsin,3/3/2007 3:00
C8432143066462477,1852.32,INR,new jersey,3/6/2007 6:34
B5321462240851420,1797.57,USD,wisconsin,5/1/2007 16:40
C7140380325952232,276.35,USD,texas,8/9/2007 20:58
J6266947466904703,1358.38,USD,south carolina,10/22/2007 7:31
W2920295576476336,708.28,GBP,north carolina,2/20/2007 16:46
Y5313773122177901,598.53,USD,illinois,7/6/2007 3:57
Z7210753394346445,969.66,EUR,new mexico,2/10/2007 20:22
L1166622871029947,1529.72,USD,maryland,4/5/2007 23:27
T8923231365003801,258.25,USD,michigan,7/6/2007 6:53
H7833133149835720,982.25,AUD,virginia,2/26/2007 17:12
U4483883922752665,557.76,CAD,texas,7/3/2007 18:35
O9200877861564224,181.09,DKK,dublin,4/9/2007 5:52
B4992488975606011,1964.15,EUR,iowa,1/12/2008 12:58
B8123527099981069,1894.95,USD,oregon,5/6/2007 6:42
S9426627230844404,1884.8,USD,surrey,8/3/2007 14:16
F7190391697697390,1214.18,USD,illinois,7/28/2007 20:51
D5899468785686510,1755.85,USD,ontario,3/23/2007 1:32
S5083789949014754,1586.63,USD,california,2/10/2007 21:38
T1484837237381434,1797.48,USD,setubal,4/8/2007 13:58
E7712812836544841,1931.64,USD,arkansas,2/11/2007 1:36
E2434829656769170,516.09,USD,pennsylvania,7/22/2007 16:29
A5454990397806941,662.37,USD,greater london,5/10/2007 3:24
X8318375124939427,68.11,USD,ontario,4/3/2007 22:31
N2016843553509269,1426.75,USD,georgia,10/20/2007 23:38
W5347687551504561,1930.92,USD,california,2/21/2007 9:41
E1840171431825875,1819.43,USD,michigan,3/30/2007 21:01
I4447481759942293,1745.2,GBP,new york,3/9/2007 17:01
E7399972189143608,1089.08,USD,massachusetts,3/2/2007 11:49
A4915629587668746,596.27,USD,texas,4/11/2007 23:57
W9857585967325790,460.88,USD,maine,9/14/2007 15:47
H7640920321036372,721.81,EUR,texas,8/21/2007 15:31
A5366685064877600,1115.82,AUD,pennsylvania,7/23/2007 0:23
Q7746123360259075,1020.74,USD,california,10/21/2007 9:12
V2800964433159471,293.92,USD,hampshire,3/1/2007 1:45
R8073847450436206,82.3,USD,new jersey,4/12/2007 1:25
O7863448816419779,1255.24,USD,missouri,2/23/2007 9:14
G1980988288023775,1576.14,SGD,north carolina,7/14/2007 20:01
A9471608456317251,1069.43,USD,stockholms lan,4/11/2007 18:42
T8915456694232264,763.66,RUB,texas,7/17/2007 7:57
Y9585873697948334,967.77,CAD,florida,7/16/2007 19:00
V9485107811052432,99.42,GBP,south australia,7/4/2007 3:13
W5772463527284508,96.86,USD,arkansas,11/25/2007 12:14
P6254183144812296,966.3,USD,victoria,4/8/2007 23:40
C1618123924864375,561.08,USD,none,2/10/2007 15:46
D3007706626878808,350.16,USD,ar riyad,2/11/2007 8:49
R1936803435355734,568.16,USD,new york,4/21/2007 10:16
X8172798058549971,687.55,USD,california,2/23/2007 2:21
R5063209688434179,1166.63,USD,washington,2/10/2007 21:44
I1624549018488794,1021.78,USD,greater london,4/11/2007 22:55
D6842788257868746,301.22,GBP,arkansas,3/15/2007 14:40
Z1648997478717974,1257.57,USD,manchester,8/3/2007 20:04
S4407766576996324,362.01,USD,virginia,2/11/2007 1:28
S8230825568769050,522.9,USD,virginia,6/16/2007 20:24
N4636532125011613,465.2,USD,minnesota,8/3/2007 14:05
Y3569613254551423,382.52,USD,new hampshire,6/10/2007 22:57
J8236455922419645,56.02,GBP,loiret,2/11/2007 0:35
Z2674626377694304,782.19,USD,alberta,4/9/2007 11:11
Y5189695973974914,1949.16,USD,indiana,2/19/2007 2:30
Q8897521232241014,520.91,GBP,texas,2/11/2007 5:14
W5034858525797719,1253.42,USD,pennsylvania,2/25/2007 20:00
C5482683998525976,42.45,EUR,louisiana,4/6/2007 19:17
B5631360664674595,476.75,GBP,massachusetts,8/10/2007 0:46
W6927400059164972,1017.66,USD,texas,2/25/2007 15:43
G9282947587387550,1643.34,USD,queensland,3/25/2007 6:25
H7102435962526722,1335.06,USD,new york,3/4/2007 4:00
T9083853248857967,642.35,USD,minnesota,3/8/2007 0:37
B4406168390131456,984.36,USD,brussels,2/11/2007 7:24
F4698361510838984,1061.06,USD,new york,5/13/2007 22:10
B9942671850842071,1094.21,AUD,arkansas,3/18/2007 12:32
S3054770460479575,913.52,TWD,quebec,3/10/2007 7:36
N8814716464891039,1967.6,USD,california,4/12/2007 3:30
M7210171973709621,1109.39,CAD,maryland,8/6/2007 0:56
F2566413295381454,205.45,GBP,california,5/30/2007 4:31
K6558836736643594,758.85,USD,south carolina,11/24/2007 5:37
W3792181120371324,1733.8,EUR,california,4/2/2007 14:56
C9782495834982047,1228.94,USD,unknown,9/23/2007 9:40
A5846331093616493,1251.83,USD,district of columbia,8/9/2007 14:51
J4337265837574394,373.69,USD,san salvador,6/11/2007 0:40
F9628860147176339,391.05,USD,washington,2/11/2007 4:00
L4955274666288306,3.79,USD,karnataka,4/29/2007 13:29
Y7053219867647205,935.32,USD,ohio,3/15/2007 2:33
N1477947642691045,1171.09,GBP,texas,8/4/2007 8:08
T2507633678277312,440.77,BRL,ontario,4/14/2007 12:29
L7947430850409492,1608.0,USD,utah,5/31/2007 18:21
G3745199236319813,1547.17,USD,none,12/26/2007 14:35
X8199872961873746,231.0,GBP,illinois,5/26/2007 6:13
B9622466981755700,1547.61,EUR,texas,5/17/2007 23:00
D2260695529616531,32.68,USD,washington,6/21/2007 7:22
O9120620897098874,147.83,USD,zuerich,8/5/2007 10:17
S2165191155692598,282.89,HKD,california,3/23/2007 5:58
M5506649871655079,1791.45,USD,ontario,7/31/2007 3:14
E3260681063817518,1361.73,USD,illinois,3/22/2007 21:20
F1585988547627369,1569.45,AUD,massachusetts,5/2/2007 3:05
U6813117312664076,1506.67,USD,ontario,2/11/2007 6:57
Q3796371765772898,510.09,GBP,new south wales,4/20/2007 7:49
K7220157556286019,1955.71,EUR,queensland,2/10/2007 15:47
U7285166679171808,1198.76,USD,new hampshire,3/3/2007 21:08
D9569237768068378,726.86,USD,tennessee,4/7/2007 16:12
K5797907837129570,1109.75,USD,oregon,4/7/2007 22:44
E9304679198896952,631.13,USD,greater london,3/30/2007 18:44
I1212485710235045,967.9,CAD,wien,7/5/2007 15:19
K9893675119514810,714.98,USD,rio de janeiro,6/11/2007 2:00
M8673505588798469,1258.51,CAD,new south wales,9/30/2007 18:59
X8405890166691850,1899.08,USD,ontario,3/6/2007 17:01
B5587212021793610,243.69,USD,moskva,4/18/2007 0:05
A1627383749481706,865.14,USD,michigan,6/12/2007 4:58
O9045620688586982,315.68,USD,alaska,12/26/2007 16:30
E2371619860272509,1505.07,USD,minnesota,7/31/2007 4:18
M9937647166829582,1686.45,EUR,colorado,3/4/2007 6:30
W1222703029126769,1948.86,USD,new york,3/25/2007 3:11
R7788201189743165,1258.08,SGD,district of columbia,2/23/2007 1:52
V1127899325212260,1902.98,USD,nebraska,2/11/2007 0:56
G4098369972379139,733.36,USD,sheffield,3/13/2007 3:38
A2280855772149781,692.44,USD,nordrhein-westfalen,3/14/2007 20:56
W2054336218112957,123.13,USD,queensland,6/2/2007 18:41
H3593329362653478,1139.08,USD,new york,3/24/2007 13:17
D2747228971238755,1789.72,USD,queensland,2/10/2007 16:55
H7173605940217075,378.22,USD,british columbia,2/10/2007 20:34
P8603691412162527,702.7,USD,district of columbia,4/23/2007 10:35
X6793722642011785,1826.39,USD,selangor,3/17/2007 2:37
Z3615204243765614,170.5,USD,greater london,5/21/2007 15:18
U6161565219243796,777.08,USD,brandenburg,5/7/2007 1:57
T2531966066615869,728.92,USD,vermont,4/12/2007 4:17
G7322371610291406,1675.09,USD,new york,2/10/2007 23:07
Y6587519883128133,1729.71,EUR,maryland,6/16/2007 19:54
C1941917945454723,588.7,USD,greater london,9/27/2007 1:06
B3105947256698567,1846.6,EUR,michigan,7/5/2007 0:50
U8509258816986104,1784.28,USD,ohio,3/16/2007 0:10
L8119938870444536,387.57,GBP,slough,9/14/2007 20:50
J4511170774535096,1309.13,RUB,azores,2/11/2007 7:50
G3766608593551311,1081.68,USD,british columbia,3/6/2007 23:50
V9330538130401325,1304.85,INR,wisconsin,6/6/2007 22:21
S6077933373519454,1648.84,GBP,new york,11/14/2007 2:38
B4337498513617509,1865.38,USD,rhode island,2/10/2007 11:23
X9812955373967798,778.38,USD,greater london,4/3/2007 12:26
R2910683352312372,133.31,USD,new hampshire,7/22/2007 14:42
M6390223216895392,422.74,USD,florida,3/18/2007 9:21
Y1492366455954163,1738.94,USD,iowa,8/12/2007 6:26
T8300673164881738,534.8,JPY,new york,2/10/2007 18:54
P6202936022045704,825.56,SAR,texas,3/21/2007 22:13
Q5501677195342509,756.74,USD,kansas,10/11/2007 20:42
Z4331140873388134,1629.8,USD,greater london,3/2/2007 22:23
N3349886195145669,754.71,EUR,minnesota,6/23/2007 4:13
D3010155078889321,1394.96,EUR,ohio,7/28/2007 22:21
G2444558579036535,534.39,AUD,tennessee,3/18/2007 17:55
N4748365079427101,85.15,USD,greater london,5/9/2007 17:45
D5551157052682795,1926.03,EUR,washington,3/11/2007 1:51
K2406767481121665,613.36,AUD,utah,3/31/2007 5:47
Y3002133166341636,1533.37,CAD,florida,3/30/2007 22:21
J5956994845421531,619.22,USD,new south wales,7/5/2007 7:26
R9705794358324652,2.92,CAD,florida,4/15/2007 15:07
Y7450559728731140,191.76,USD,wisconsin,3/6/2007 8:26
T2938537816634623,656.8,USD,new mexico,2/24/2007 11:44
U9880881347681413,1389.62,USD,california,3/10/2007 5:56
T2268856852805731,929.43,CAD,new york,4/7/2007 23:46
W3742499555671555,1063.78,USD,zurich,5/20/2007 17:38
T2022567499598254,532.84,USD,texas,6/27/2007 4:46
Q3364779663927212,1891.35,USD,new jersey,8/30/2007 5:07
U9562915216579317,1753.1,USD,new york,6/27/2007 3:34
Z1990388857149296,730.44,USD,birmingham,5/2/2007 6:23
A3661256593894924,479.57,USD,baden-wuerttemberg,9/8/2007 20:02
F6796185074454995,1516.77,USD,georgia,6/10/2007 14:54
P8388789144042736,78.24,USD,hovedstaden,2/10/2007 18:17
B3245478934903292,1929.97,USD,new south wales,6/21/2007 2:58
Y9690857250352040,1250.6,USD,madrid,3/10/2007 2:38
X2897919636755920,1201.14,USD,milano,2/13/2007 11:27
C5039224328501229,289.65,USD,california,7/29/2007 7:58
V4187553856982198,1507.39,USD,massachusetts,3/4/2007 20:22
J3543105444289527,671.83,GBP,connecticut,3/8/2007 1:30
W4803169114691790,1365.77,USD,tennessee,3/1/2007 5:39
W7688946676871504,1145.59,USD,bayern,3/6/2007 4:25
K7596498232818649,523.05,GBP,iowa,6/3/2007 3:04
N4390486516664264,1229.06,GBP,new york,7/4/2007 12:24
M1814281249815547,214.67,USD,greater london,7/10/2007 20:54
G9371107394214167,744.26,NOK,texas,3/1/2007 0:49
M6266617679636684,632.81,USD,greater london,7/30/2007 14:12
H8981982739571491,863.04,USD,moskva,11/1/2007 10:42
S4035279345598057,1679.52,USD,colorado,2/11/2007 5:06
G6332302415252575,141.76,USD,new york,9/1/2007 14:49
S4509655388777354,1560.12,GBP,texas,3/19/2007 1:08
L6522822048118233,1754.78,GBP,nebraska,3/7/2007 4:44
U1463974214352552,865.46,USD,madrid,9/9/2007 2:15
V7588512617935376,661.85,RUB,california,10/10/2007 17:11
W2217816933444156,279.46,USD,illinois,6/26/2007 9:41
T9665997818137679,1937.18,USD,hawaii,7/20/2007 12:30
B8694696065405663,1788.98,USD,pennsylvania,2/16/2007 16:54
J4688756233097264,1605.92,USD,australian capital territory,2/11/2007 5:52
U2470413290229529,1382.3,USD,washington,3/27/2007 12:26
X6640421469597313,1936.72,USD,new jersey,4/23/2007 23:37
U3278437437859085,772.13,EUR,texas,4/29/2007 12:26
Q2914977663263813,1641.2,CAD,florida,4/24/2007 8:50
V3962158354118904,1886.76,USD,kansas,7/20/2007 11:24
F4304611631338900,949.64,USD,texas,3/18/2007 22:14
S6840198541564931,1759.33,USD,colorado,3/8/2007 17:39
U2260600785063267,1946.79,USD,minnesota,5/5/2007 15:50
H9860194147214905,589.15,USD,alabama,4/12/2007 3:30
F3638163054171461,1403.74,USD,minas gerais,3/12/2007 11:55
J8970558724675423,766.31,CAD,california,3/4/2007 3:07
F8366135064373076,86.71,DKK,alberta,5/1/2007 19:47
G2388295629898373,1397.35,USD,california,9/8/2007 6:25
W7528307462163948,1249.09,GBP,bucuresti,6/2/2007 12:20
C3064394479784721,308.39,USD,alabama,10/18/2007 17:09
F8344452757612870,45.22,AUD,washington,3/12/2007 8:55
E7365498436795059,359.23,USD,texas,6/4/2007 13:03
H9422953854198427,566.84,USD,greater london,3/4/2007 13:03
I1390767838948920,1170.81,USD,north carolina,10/11/2007 15:27
Z8087100829104318,853.35,USD,utah,6/20/2007 9:12
L1447917610222648,1355.98,USD,arizona,2/20/2007 11:42
S2464294310619507,819.87,EUR,greater london,3/7/2007 7:20
N6965569521314357,566.17,USD,milano,5/31/2007 11:15
S6150283537588250,1093.22,USD,california,4/3/2007 12:13
O8499763635977316,1815.28,USD,california,4/6/2007 0:33
G9578832068472513,1846.32,USD,texas,9/14/2007 17:10
K9153515659767910,650.11,BRL,auckland,4/6/2007 5:26
L4635766453505270,977.42,USD,south carolina,5/31/2007 18:23
A3919168762751999,881.07,JPY,nevada,5/2/2007 20:15
X3210339495391427,853.83,SGD,virginia,3/18/2007 13:14
U3654312734121890,526.09,USD,florida,9/3/2007 5:45
O3843964124626620,446.2,USD,california,1/13/2008 8:47
N8221716270754687,913.49,USD,texas,8/5/2007 22:33
J8415167753563677,1541.81,JPY,unknown,11/7/2007 15:41
I2760925121488729,560.6,GBP,ohio,7/16/2007 13:51
R7791507337539284,155.05,EUR,new york,10/22/2007 1:48
M6169257079524397,1976.04,AUD,washington,2/22/2007 17:18
J3429233156136728,1977.64,USD,victoria,4/18/2007 1:08
H1418124242044144,378.22,USD,none,6/6/2007 11:20
A8485460270379020,292.67,USD,california,9/18/2007 12:50
P1562296956325077,1817.58,USD,south dakota,5/21/2007 8:22
P6665645763662410,368.72,GBP,greater london,10/11/2007 9:49
G5503687040154102,1884.61,EUR,michigan,9/23/2007 9:00
V7233266522591038,1261.11,USD,california,4/14/2007 9:14
L8860331597384536,1112.77,TRY,ohio,7/17/2007 7:17
P9548742666443281,1677.03,AUD,san salvador,8/13/2007 11:34
D5276663529973324,1985.28,SEK,california,3/2/2007 10:46
O3080435011217815,1116.14,USD,illinois,7/31/2007 5:24
F7764468184804984,1944.89,USD,oregon,2/22/2007 0:04
W9676259467665362,968.18,USD,california,2/10/2007 19:55
Y4452581956226105,1247.09,USD,iowa,4/17/2007 17:08
E3541196428861373,1046.89,GBP,bas-rhin,8/19/2007 5:40
A4213699783055036,422.83,USD,florida,5/5/2007 19:39
N3930746823126925,1542.48,COP,new york,10/29/2007 15:36
H6085300087335069,1584.42,EUR,california,2/11/2007 3:55
P5675285630587849,1455.17,USD,maine,6/25/2007 15:34
V1109598957144880,571.03,USD,maryland,2/19/2007 6:00
H6787530538942812,1718.43,BRL,oslo,5/12/2007 16:01
O5635136786028522,1789.87,USD,massachusetts,4/6/2007 4:49
I2568906117447082,1635.23,EUR,minnesota,3/10/2007 0:35
Y4117215191085459,1425.87,NZD,illinois,11/14/2007 0:14
C4789117317954117,1341.59,EUR,new york,4/1/2007 17:02
D8009773341734404,1370.8,USD,massachusetts,2/28/2007 14:03
O2764636693243091,1414.08,CAD,pennsylvania,4/17/2007 18:04
O4081401357987061,1865.73,USD,hamilton,2/10/2007 12:08
J2215515824836646,1252.65,USD,pennsylvania,6/7/2007 6:41
W4075528486738640,425.48,USD,pennsylvania,2/15/2007 22:46
N6236778466415208,154.84,USD,new york,4/30/2007 1:54
V4755700167244162,72.21,USD,south carolina,6/10/2007 18:16
E7700901181871672,851.99,EUR,florida,7/11/2007 4:32
N1447350898604880,1162.57,GBP,sao paulo,4/24/2007 6:48
O2825736410205472,1317.88,USD,hovedstaden,4/6/2007 11:02
X2000297528802176,1626.94,USD,oregon,4/9/2007 13:49
M9453866461817665,1383.74,GBP,glasgow city,10/10/2007 11:46
T6936326050616417,196.06,USD,washington,3/28/2007 6:44
N3346235596532096,710.34,USD,district of columbia,8/10/2007 3:57
E2468520284051705,1896.49,USD,new mexico,2/10/2007 14:16
A8698494450695089,1188.74,USD,illinois,3/12/2007 16:56
U2167163020071463,44.59,USD,new jersey,3/31/2007 16:40
E4267347572164388,1025.15,AUD,maryland,4/16/2007 4:46
G1516790859445574,1238.6,USD,victoria,7/5/2007 3:20
K6525653090956030,130.15,USD,california,3/10/2007 10:31
Y8527280228379136,816.66,USD,ohio,6/27/2007 7:41
I3497453796129837,1616.05,CAD,kentucky,5/29/2007 11:09
A8590101361287616,1180.52,USD,new york,2/13/2007 8:21
G3350577322908683,772.27,USD,ohio,4/4/2007 2:53
R1202849667232410,444.09,USD,essex,10/1/2007 5:57
C5782887757358574,807.33,USD,california,3/2/2007 10:13
J8453108421221973,285.19,USD,michigan,7/28/2007 18:41
B8551626345337496,1362.38,USD,california,6/23/2007 18:02
F7322923170704998,141.78,USD,limburg,2/21/2007 1:16
L6823828078258132,194.37,USD,greater london,10/18/2007 22:30
C1193494619943633,226.55,USD,hauts-de-seine,3/7/2007 4:17
S7310130020577613,1822.9,USD,ohio,3/27/2007 16:23
Q5141760076451544,1194.09,USD,south carolina,3/4/2007 19:12
I5516940760368635,1170.75,USD,hauts-de-seine,9/3/2007 1:41
